record_id,entity,period,field,current_value,verification_status,source_title,source_author_or_institution,source_url,source_locator,source_excerpt,accessed_at_utc,coding_note,applicable_auxiliary_datasets
3,スパルタ,BC800-BC146,entity,スパルタ,supported_by_reference_overview,"Sparta | History, Location, Population, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Sparta,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Sparta | History, Location, Population, Map, & Facts | Britannica ancient city, Greece Also known as: Lacedaemon, Néa Spartí, Spartí ### What is the ancient name of Sparta? The historical name of Sparta is Lacedaemon. It was the ancient capital of the Laconia district of the southeastern Peloponnese, Greece. Along with the surrounding area, it forms the perifereiakí enótita (regional unit) of Laconia (Modern Greek: Lakonía) within the Peloponnese (Pelopónnisos) periféreia (region). The city lies on the right bank of the Evrótas Potamós (river). The Battle of Salamis(480 BCE), one of the battles in the Greco-Persian Wars, revealed the magnitude of Athenian naval power and set in motion the deadly struggle between the two powers. It resulted in the emergence of Sparta as the most powerful state in Greece. The present-day city was built in 1834 on the ancient site. It is called Néa (New) Spartí locally to distinguish it from the ruins that were excavated in",2026-07-15T02:33:47Z,The cited reference identifies the polity or political unit.,Seshat Cliopatria; HYDE
3,スパルタ,BC800-BC146,period,BC800-BC146,polity_chronology_supported_project_window_interpretive,"Sparta | History, Location, Population, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Sparta,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Sparta | History, Location, Population, Map, & Facts | Britannica ancient city, Greece Also known as: Lacedaemon, Néa Spartí, Spartí ### What is the ancient name of Sparta? The historical name of Sparta is Lacedaemon. It was the ancient capital of the Laconia district of the southeastern Peloponnese, Greece. Along with the surrounding area, it forms the perifereiakí enótita (regional unit) of Laconia (Modern Greek: Lakonía) within the Peloponnese (Pelopónnisos) periféreia (region). The city lies on the right bank of the Evrótas Potamós (river). The Battle of Salamis(480 BCE), one of the battles in the Greco-Persian Wars, revealed the magnitude of Athenian naval power and set in motion the deadly struggle between the two powers. It resulted in the emergence of Sparta as the most powerful state in Greece. The present-day city was built in 1834 on the ancient site. It is called Néa (New) Spartí locally to distinguish it from the ruins that were excavated in",2026-07-15T02:33:47Z,The source supports the polity chronology; split periods and policy windows are project-defined analytical intervals.,Seshat Cliopatria; HYDE
3,スパルタ,BC800-BC146,closure_type,maritime_ban,contradicted_by_source,"Sparta, Lakonia and the sea, archaic to late Roman times : the nature, character and extent of the relationship",Handle repository record,http://hdl.handle.net/10068/1007440,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","This thesis considers the relationship between Sparta/Lakonia and the Sea from Archaic to Late Roman times. The relationship is studied from several perspectives in an effort to gauge its overall effect on the development of Sparta/Lakonia. In the first instance the role of the sea in promoting the sustainability of coastal settlement in Southern Lakonia is assessed by means of a detailed geographical/historical regional study. Secondly, on the wider issue of Spartan state building, the influence of the sea is considered in terms of its economic, political, social and religious/cultural implications. Methodology and choice of approach are outlined in section 1. In particular the importance of current archaeological field work and direct contact with other scholars similarly engaged is emphasised. In introductory sections 2-5 the following aspects provide much of the background information against which this thesis is set. Section 2 points to the importance of the wider Mediterranean co",2026-07-15T02:33:47Z,Case-specific scholarship documents trade or engagement inconsistent with a blanket closure label.,Seshat Cliopatria; HYDE
3,スパルタ,BC800-BC146,outcome,overtaken,historical_event_supported_category_is_project_interpretation,"Sparta | History, Location, Population, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Sparta,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Sparta | History, Location, Population, Map, & Facts | Britannica ancient city, Greece Also known as: Lacedaemon, Néa Spartí, Spartí ### What is the ancient name of Sparta? The historical name of Sparta is Lacedaemon. It was the ancient capital of the Laconia district of the southeastern Peloponnese, Greece. Along with the surrounding area, it forms the perifereiakí enótita (regional unit) of Laconia (Modern Greek: Lakonía) within the Peloponnese (Pelopónnisos) periféreia (region). The city lies on the right bank of the Evrótas Potamós (river). The Battle of Salamis(480 BCE), one of the battles in the Greco-Persian Wars, revealed the magnitude of Athenian naval power and set in motion the deadly struggle between the two powers. It resulted in the emergence of Sparta as the most powerful state in Greece. The present-day city was built in 1834 on the ancient site. It is called Néa (New) Spartí locally to distinguish it from the ruins that were excavated in",2026-07-15T02:33:47Z,The source documents the polity history or terminal event. The three-category outcome is an AI-assisted project classification rather than a source variable.,Seshat Cliopatria; HYDE
3,スパルタ,BC800-BC146,has_external_patron,0,legacy_zero_not_independently_verified,"Sparta | History, Location, Population, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Sparta,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Sparta | History, Location, Population, Map, & Facts | Britannica ancient city, Greece Also known as: Lacedaemon, Néa Spartí, Spartí ### What is the ancient name of Sparta? The historical name of Sparta is Lacedaemon. It was the ancient capital of the Laconia district of the southeastern Peloponnese, Greece. Along with the surrounding area, it forms the perifereiakí enótita (regional unit) of Laconia (Modern Greek: Lakonía) within the Peloponnese (Pelopónnisos) periféreia (region). The city lies on the right bank of the Evrótas Potamós (river). The Battle of Salamis(480 BCE), one of the battles in the Greco-Persian Wars, revealed the magnitude of Athenian naval power and set in motion the deadly struggle between the two powers. It resulted in the emergence of Sparta as the most powerful state in Greece. The present-day city was built in 1834 on the ancient site. It is called Néa (New) Spartí locally to distinguish it from the ruins that were excavated in",2026-07-15T02:33:47Z,A zero is the legacy absence coding; no source proves absence of every possible patron relationship.,Seshat Cliopatria; HYDE
4,カルタゴ,BC814-BC146,entity,カルタゴ,supported_by_reference_overview,"Carthage | History, Location, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Carthage | History, Location, & Facts | Britannica ancient city, Tunisia Carthage, great city of antiquity on the north coast of Africa, now a residential suburb of the city of Tunis, Tunisia. Built on a promontory on the Tunisian coast, it was placed to influence and control ships passing between Sicily and the North African coast as they traversed the Mediterranean Sea. Rapidly becoming a thriving port and trading centre, it eventually developed into a major Mediterranean power and a rival to Rome. The archaeological site of Carthage was added to UNESCO’s World Heritage List in 1979. According to tradition, Carthage was founded by the Phoenicians of Tyre in 814 bce; its Phoenician name means “new town.” Carthage was probably not the earliest Phoenician settlement in the region; Utica may have predated it by half a century, and various traditions concerning the foundation of Carthage were current among the Greeks, who called the city Karchedon. The Roman tradition is",2026-07-15T02:33:47Z,The cited reference identifies the polity or political unit.,Seshat Cliopatria; HYDE
4,カルタゴ,BC814-BC146,period,BC814-BC146,polity_chronology_supported_project_window_interpretive,"Carthage | History, Location, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Carthage | History, Location, & Facts | Britannica ancient city, Tunisia Carthage, great city of antiquity on the north coast of Africa, now a residential suburb of the city of Tunis, Tunisia. Built on a promontory on the Tunisian coast, it was placed to influence and control ships passing between Sicily and the North African coast as they traversed the Mediterranean Sea. Rapidly becoming a thriving port and trading centre, it eventually developed into a major Mediterranean power and a rival to Rome. The archaeological site of Carthage was added to UNESCO’s World Heritage List in 1979. According to tradition, Carthage was founded by the Phoenicians of Tyre in 814 bce; its Phoenician name means “new town.” Carthage was probably not the earliest Phoenician settlement in the region; Utica may have predated it by half a century, and various traditions concerning the foundation of Carthage were current among the Greeks, who called the city Karchedon. The Roman tradition is",2026-07-15T02:33:47Z,The source supports the polity chronology; split periods and policy windows are project-defined analytical intervals.,Seshat Cliopatria; HYDE
4,カルタゴ,BC814-BC146,closure_type,none,legacy_none_not_independently_verified,"Carthage | History, Location, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Carthage | History, Location, & Facts | Britannica ancient city, Tunisia Carthage, great city of antiquity on the north coast of Africa, now a residential suburb of the city of Tunis, Tunisia. Built on a promontory on the Tunisian coast, it was placed to influence and control ships passing between Sicily and the North African coast as they traversed the Mediterranean Sea. Rapidly becoming a thriving port and trading centre, it eventually developed into a major Mediterranean power and a rival to Rome. The archaeological site of Carthage was added to UNESCO’s World Heritage List in 1979. According to tradition, Carthage was founded by the Phoenicians of Tyre in 814 bce; its Phoenician name means “new town.” Carthage was probably not the earliest Phoenician settlement in the region; Utica may have predated it by half a century, and various traditions concerning the foundation of Carthage were current among the Greeks, who called the city Karchedon. The Roman tradition is",2026-07-15T02:33:47Z,No formal closure is asserted; absence of every relevant restriction was not proven.,Seshat Cliopatria; HYDE
4,カルタゴ,BC814-BC146,outcome,overtaken,historical_event_supported_category_is_project_interpretation,"Carthage | History, Location, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Carthage | History, Location, & Facts | Britannica ancient city, Tunisia Carthage, great city of antiquity on the north coast of Africa, now a residential suburb of the city of Tunis, Tunisia. Built on a promontory on the Tunisian coast, it was placed to influence and control ships passing between Sicily and the North African coast as they traversed the Mediterranean Sea. Rapidly becoming a thriving port and trading centre, it eventually developed into a major Mediterranean power and a rival to Rome. The archaeological site of Carthage was added to UNESCO’s World Heritage List in 1979. According to tradition, Carthage was founded by the Phoenicians of Tyre in 814 bce; its Phoenician name means “new town.” Carthage was probably not the earliest Phoenician settlement in the region; Utica may have predated it by half a century, and various traditions concerning the foundation of Carthage were current among the Greeks, who called the city Karchedon. The Roman tradition is",2026-07-15T02:33:47Z,The source documents the polity history or terminal event. The three-category outcome is an AI-assisted project classification rather than a source variable.,Seshat Cliopatria; HYDE
4,カルタゴ,BC814-BC146,has_external_patron,0,legacy_zero_not_independently_verified,"Carthage | History, Location, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Carthage | History, Location, & Facts | Britannica ancient city, Tunisia Carthage, great city of antiquity on the north coast of Africa, now a residential suburb of the city of Tunis, Tunisia. Built on a promontory on the Tunisian coast, it was placed to influence and control ships passing between Sicily and the North African coast as they traversed the Mediterranean Sea. Rapidly becoming a thriving port and trading centre, it eventually developed into a major Mediterranean power and a rival to Rome. The archaeological site of Carthage was added to UNESCO’s World Heritage List in 1979. According to tradition, Carthage was founded by the Phoenicians of Tyre in 814 bce; its Phoenician name means “new town.” Carthage was probably not the earliest Phoenician settlement in the region; Utica may have predated it by half a century, and various traditions concerning the foundation of Carthage were current among the Greeks, who called the city Karchedon. The Roman tradition is",2026-07-15T02:33:47Z,A zero is the legacy absence coding; no source proves absence of every possible patron relationship.,Seshat Cliopatria; HYDE
5,ローマ共和政〜帝政前期,BC509-AD200,entity,ローマ共和政〜帝政前期,supported_by_reference_overview,"Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Roman-Republic,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica # Roman Republic ancient state [509 bce-27 bce] ### What was the Roman Republic? The Roman Republic was a state that lasted from the overthrow of the last Roman king, Tarquin, in 509 BCE, to the establishment of the Roman Empire, in 27 BCE, when Octavian was given the name Augustus and made princeps. the Roman Republic The main difference between the Roman Republic and the Roman Empire was that the former was a democratic society and the latter was run by only one man. Also, the Roman Republic was in an almost constant state of war, whereas the Roman Empire’s first 200 years were relatively peaceful. ### Was the Roman Republic The Roman Republic was a democracy. Its government consisted of the Senate and four assemblies: the Comitia Curiata, the Comitia Centuriata, the Concilium Plebis, and the Comitia Tributa. Nevertheless, in emergency situations the Senate and consuls",2026-07-15T02:33:47Z,The cited reference identifies the polity or political unit.,Seshat Cliopatria; Maddison Project Database 2023; HYDE
5,ローマ共和政〜帝政前期,BC509-AD200,period,BC509-AD200,polity_chronology_supported_project_window_interpretive,"Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Roman-Republic,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica # Roman Republic ancient state [509 bce-27 bce] ### What was the Roman Republic? The Roman Republic was a state that lasted from the overthrow of the last Roman king, Tarquin, in 509 BCE, to the establishment of the Roman Empire, in 27 BCE, when Octavian was given the name Augustus and made princeps. the Roman Republic The main difference between the Roman Republic and the Roman Empire was that the former was a democratic society and the latter was run by only one man. Also, the Roman Republic was in an almost constant state of war, whereas the Roman Empire’s first 200 years were relatively peaceful. ### Was the Roman Republic The Roman Republic was a democracy. Its government consisted of the Senate and four assemblies: the Comitia Curiata, the Comitia Centuriata, the Concilium Plebis, and the Comitia Tributa. Nevertheless, in emergency situations the Senate and consuls",2026-07-15T02:33:47Z,The source supports the polity chronology; split periods and policy windows are project-defined analytical intervals.,Seshat Cliopatria; Maddison Project Database 2023; HYDE
5,ローマ共和政〜帝政前期,BC509-AD200,closure_type,none,legacy_none_not_independently_verified,"Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Roman-Republic,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica # Roman Republic ancient state [509 bce-27 bce] ### What was the Roman Republic? The Roman Republic was a state that lasted from the overthrow of the last Roman king, Tarquin, in 509 BCE, to the establishment of the Roman Empire, in 27 BCE, when Octavian was given the name Augustus and made princeps. the Roman Republic The main difference between the Roman Republic and the Roman Empire was that the former was a democratic society and the latter was run by only one man. Also, the Roman Republic was in an almost constant state of war, whereas the Roman Empire’s first 200 years were relatively peaceful. ### Was the Roman Republic The Roman Republic was a democracy. Its government consisted of the Senate and four assemblies: the Comitia Curiata, the Comitia Centuriata, the Concilium Plebis, and the Comitia Tributa. Nevertheless, in emergency situations the Senate and consuls",2026-07-15T02:33:47Z,No formal closure is asserted; absence of every relevant restriction was not proven.,Seshat Cliopatria; Maddison Project Database 2023; HYDE
5,ローマ共和政〜帝政前期,BC509-AD200,outcome,survived,historical_event_supported_category_is_project_interpretation,"Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica",Encyclopaedia Britannica,https://www.britannica.com/place/Roman-Republic,"Article, chapter, or dataset overview; relevant text is reproduced in source_excerpt","Roman Republic | Definition, Dates, History, Government, Map, & Facts | Britannica # Roman Republic ancient state [509 bce-27 bce] ### What was the Roman Republic? The Roman Republic was a state that lasted from the overthrow of the last Roman king, Tarquin, in 509 BCE, to the establishment of the Roman Empire, in 27 BCE, when Octavian was given the name Augustus and made princeps. the Roman Republic The main difference between the Roman Republic and the Roman Empire was that the former was a democratic society and the latter was run by only one man. Also, the Roman Republic was in an almost constant state of war, whereas the Roman Empire’s first 200 years were relatively peaceful. ### Was the Roman Republic The Roman Republic was a democracy. Its government consisted of the Senate and four assemblies: the Comitia Curiata, the Comitia Centuriata, the Concilium Plebis, and the Comitia Tributa. Nevertheless, in emergency situations the Senate and consuls",2026-07-15T02:33:47Z,The source documents the polity history or terminal event. The three-category outcome is an AI-assisted project classification rather than a source variable.,Seshat Cliopatria; Maddison Project Database 2023; HYDE
