file,line,field,value,literal_type,classification,review_priority,context,reproducibility_note
analysis.py,90,,1.96,numeric_ast_literal,code_constant_requires_context,medium,ci_lo = math.exp(log_or - 1.96 * se_log_or),"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,91,,1.96,numeric_ast_literal,code_constant_requires_context,medium,ci_hi = math.exp(log_or + 1.96 * se_log_or),"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,92,,95,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  OR 95%CI (Woolf):      [{ci_lo:.3f}, {ci_hi:.3f}]"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,110,,1,numeric_ast_literal,code_constant_requires_context,medium,j = sensitivity + specificity - 1,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,111,,1,numeric_ast_literal,code_constant_requires_context,medium,lr_pos = sensitivity / (1 - specificity),"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,112,,1,numeric_ast_literal,code_constant_requires_context,medium,lr_neg = (1 - sensitivity) / specificity,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,114,,0.3,numeric_ast_literal,code_constant_requires_context,medium,"cohen_label = ""小"" if abs(phi) < 0.3 else ""中"" if abs(phi) < 0.5 else ""大""","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,114,,0.5,numeric_ast_literal,code_constant_requires_context,medium,"cohen_label = ""小"" if abs(phi) < 0.3 else ""中"" if abs(phi) < 0.5 else ""大""","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,125,,0.95,numeric_ast_literal,analysis_parameter_or_threshold,medium,z_alpha = norm.ppf(0.95),"Explicit analysis parameter, random seed, resampling count, or decision threshold."
analysis.py,126,,2,numeric_ast_literal,code_constant_requires_context,medium,ncp = N * w ** 2,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,127,,0.95,numeric_ast_literal,code_constant_requires_context,medium,"crit = stats.chi2.ppf(0.95, df=1)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,127,,1,numeric_ast_literal,code_constant_requires_context,medium,"crit = stats.chi2.ppf(0.95, df=1)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,128,,1,numeric_ast_literal,code_constant_requires_context,medium,"power = 1 - ncx2.cdf(crit, df=1, nc=ncp)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,128,,1,numeric_ast_literal,code_constant_requires_context,medium,"power = 1 - ncx2.cdf(crit, df=1, nc=ncp)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,129,,0.8,numeric_ast_literal,code_constant_requires_context,medium,z_beta = norm.ppf(0.80),"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,130,,2,numeric_ast_literal,analysis_parameter_or_threshold,medium,n_req = int(np.ceil(((z_alpha + z_beta) / w) ** 2)),"Explicit analysis parameter, random seed, resampling count, or decision threshold."
analysis.py,133,,0.05,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  現在の検出力 (α=0.05): {power:.3f}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,134,,80,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  80%検出力に必要なN:    約{n_req}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,147,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""\n"" + ""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,148,,2,number_embedded_in_text,prose_or_label_number,low,"print(""STEP 2: ロジスティック回帰（単変量）"")",Number is embedded in a string and requires contextual review.
analysis.py,149,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,171,,0,numeric_ast_literal,code_constant_requires_context,medium,"model = sm.Logit(y, X).fit(disp=0)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,172,,1,numeric_ast_literal,code_constant_requires_context,medium,coef = model.params.iloc[1],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,173,,1,numeric_ast_literal,code_constant_requires_context,medium,p_val = model.pvalues.iloc[1],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,175,,1,numeric_ast_literal,code_constant_requires_context,medium,ci = model.conf_int().iloc[1],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,176,,0,numeric_ast_literal,code_constant_requires_context,medium,"or_lo, or_hi = np.exp(ci[0]), np.exp(ci[1])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,176,,1,numeric_ast_literal,code_constant_requires_context,medium,"or_lo, or_hi = np.exp(ci[0]), np.exp(ci[1])","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,201,,1,number_embedded_in_text,prose_or_label_number,low,"print(""\n注: OR>1 → 征服リスク増加, OR<1 → 存続傾向"")",Number is embedded in a string and requires contextual review.
analysis.py,201,,1,number_embedded_in_text,prose_or_label_number,low,"print(""\n注: OR>1 → 征服リスク増加, OR<1 → 存続傾向"")",Number is embedded in a string and requires contextual review.
analysis.py,210,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""\n"" + ""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,211,,3,number_embedded_in_text,prose_or_label_number,low,"print(""STEP 3: 多変量ロジスティック回帰（交絡因子統制）"")",Number is embedded in a string and requires contextual review.
analysis.py,212,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,226,,0,numeric_ast_literal,analysis_parameter_or_threshold,medium,"method=""l1"", alpha=0.1, disp=0, trim_mode=""off""","Explicit analysis parameter, random seed, resampling count, or decision threshold."
analysis.py,226,,0.1,numeric_ast_literal,analysis_parameter_or_threshold,medium,"method=""l1"", alpha=0.1, disp=0, trim_mode=""off""","Explicit analysis parameter, random seed, resampling count, or decision threshold."
analysis.py,228,,0.1,number_embedded_in_text,prose_or_label_number,low,"print(f""  Method: L1-penalized Logit (α=0.1)"")",Number is embedded in a string and requires contextual review.
analysis.py,233,,50,numeric_ast_literal,code_constant_requires_context,medium,"print(f""  {'-'*50}"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,245,,1.0,numeric_ast_literal,code_constant_requires_context,medium,"clf = LogisticRegression(penalty=""l2"", C=1.0, max_iter=1000, solver=""lbfgs"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,245,,1000,numeric_ast_literal,code_constant_requires_context,medium,"clf = LogisticRegression(penalty=""l2"", C=1.0, max_iter=1000, solver=""lbfgs"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,248,,1.0,number_embedded_in_text,prose_or_label_number,low,"print(f""  Method: L2-regularized Logit (sklearn, C=1.0)"")",Number is embedded in a string and requires contextual review.
analysis.py,252,,56,numeric_ast_literal,code_constant_requires_context,medium,"print(f""  {'-'*56}"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,254,,0,numeric_ast_literal,code_constant_requires_context,medium,coef = clf.coef_[0][i],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,301,,0,numeric_ast_literal,analysis_parameter_or_threshold,medium,"m = sm.Logit(y, X).fit(disp=0, maxiter=100)","Explicit analysis parameter, random seed, resampling count, or decision threshold."
analysis.py,301,,100,numeric_ast_literal,analysis_parameter_or_threshold,medium,"m = sm.Logit(y, X).fit(disp=0, maxiter=100)","Explicit analysis parameter, random seed, resampling count, or decision threshold."
analysis.py,305,,95,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""    {'変数':30s} {'OR':>10s} {'95%CI':>24s} {'p値':>8s}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,306,,74,numeric_ast_literal,code_constant_requires_context,medium,"print(f""    {'-'*74}"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,312,,0,numeric_ast_literal,code_constant_requires_context,medium,"print(f""    {var:30s} {or_val:>10.3f} [{np.exp(ci[0]):>8.3f}, {np.exp(ci[1]):>8.3f}] {p:>8.4f}"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,312,,1,numeric_ast_literal,code_constant_requires_context,medium,"print(f""    {var:30s} {or_val:>10.3f} [{np.exp(ci[0]):>8.3f}, {np.exp(ci[1]):>8.3f}] {p:>8.4f}"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,318,,10,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {'Model':<10} {'AIC':>8} {'BIC':>8} {'Pseudo-R²':>10} {'N':>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,318,,10,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {'Model':<10} {'AIC':>8} {'BIC':>8} {'Pseudo-R²':>10} {'N':>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,318,,5,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {'Model':<10} {'AIC':>8} {'BIC':>8} {'Pseudo-R²':>10} {'N':>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,318,,8,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {'Model':<10} {'AIC':>8} {'BIC':>8} {'Pseudo-R²':>10} {'N':>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,318,,8,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {'Model':<10} {'AIC':>8} {'BIC':>8} {'Pseudo-R²':>10} {'N':>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,320,,10,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {name:<10} {m.aic:>8.1f} {m.bic:>8.1f} {m.prsquared:>10.3f} {int(m.nobs):>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,320,,5,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"print(f""  {name:<10} {m.aic:>8.1f} {m.bic:>8.1f} {m.prsquared:>10.3f} {int(m.nobs):>5}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
analysis.py,344,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""\n"" + ""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
analysis.py,346,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,11,,1,numeric_ast_literal,code_constant_requires_context,medium,PROJECT_DIR = Path(__file__).resolve().parents[1],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,72,,95,number_embedded_in_text,audit_implementation_literal,low,"""bootstrap 95"",",Pattern or label used by the numeric-audit implementation itself.
audit/audit_numeric_literals.py,73,,95,number_embedded_in_text,audit_implementation_literal,low,"'""95% ci""',",Pattern or label used by the numeric-audit implementation itself.
audit/audit_numeric_literals.py,81,,95,number_embedded_in_text,audit_implementation_literal,low,"if any(token in lower for token in (""p ="", ""p <"", ""or ="", ""odds ratio"", ""conquest rate"", ""95% ci"")):",Pattern or label used by the numeric-audit implementation itself.
audit/audit_numeric_literals.py,188,,8,number_embedded_in_text,audit_implementation_literal,low,"source = path.read_text(encoding=""utf-8"")",Pattern or label used by the numeric-audit implementation itself.
audit/audit_numeric_literals.py,222,,0,numeric_ast_literal,code_constant_requires_context,medium,"line = getattr(node, ""lineno"", 0)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,223,,1,numeric_ast_literal,code_constant_requires_context,medium,"context = lines[line - 1].strip() if line else """"","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,245,,8,number_embedded_in_text,audit_implementation_literal,low,"with DATASET.open(encoding=""utf-8"", newline="""") as handle:",Pattern or label used by the numeric-audit implementation itself.
audit/audit_numeric_literals.py,247,,2,numeric_ast_literal,code_constant_requires_context,medium,"for row_number, record in enumerate(records, start=2):","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,290,,0,numeric_ast_literal,code_constant_requires_context,medium,"int(row[""line""]) if str(row[""line""]).isdigit() else 0,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,306,,8,number_embedded_in_text,audit_implementation_literal,low,"with OUTPUT.open(""w"", encoding=""utf-8"", newline="""") as handle:",Pattern or label used by the numeric-audit implementation itself.
audit/audit_numeric_literals.py,329,,0,numeric_ast_literal,code_constant_requires_context,medium,"f""- High-priority rows: {priorities.get('high', 0)}"",","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,330,,0,numeric_ast_literal,code_constant_requires_context,medium,"f""- Medium-priority rows: {priorities.get('medium', 0)}"",","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_numeric_literals.py,356,,8,number_embedded_in_text,audit_implementation_literal,low,"SUMMARY.write_text(""\n"".join(summary_lines) + ""\n"", encoding=""utf-8"")",Pattern or label used by the numeric-audit implementation itself.
audit/audit_source_urls.py,28,,1.0,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"headers={""User-Agent"": ""Mozilla/5.0 reproducibility-audit/1.0""},",Number appears in an f-string or format specification; the reported value is generated at runtime.
audit/audit_source_urls.py,28,,5.0,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"headers={""User-Agent"": ""Mozilla/5.0 reproducibility-audit/1.0""},",Number appears in an f-string or format specification; the reported value is generated at runtime.
audit/audit_source_urls.py,31,,20,numeric_ast_literal,code_constant_requires_context,medium,"with urllib.request.urlopen(request, timeout=20) as response:","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_source_urls.py,58,,8,number_embedded_in_text,prose_or_label_number,low,"with CATALOG_PATH.open(encoding=""utf-8"", newline="""") as file:",Number is embedded in a string and requires contextual review.
audit/audit_source_urls.py,69,,8,numeric_ast_literal,code_constant_requires_context,medium,with ThreadPoolExecutor(max_workers=8) as executor:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_source_urls.py,72,,8,number_embedded_in_text,prose_or_label_number,low,"with OUTPUT_PATH.open(""w"", encoding=""utf-8"", newline="""") as file:",Number is embedded in a string and requires contextual review.
audit/audit_source_urls.py,74,,0,numeric_ast_literal,code_constant_requires_context,medium,"file, fieldnames=results[0].keys(), lineterminator=""\n""","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_source_urls.py,82,,0,numeric_ast_literal,code_constant_requires_context,medium,"status_counts[status] = status_counts.get(status, 0) + 1","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/audit_source_urls.py,82,,1,numeric_ast_literal,code_constant_requires_context,medium,"status_counts[status] = status_counts.get(status, 0) + 1","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,11,,1,numeric_ast_literal,code_constant_requires_context,medium,PROJECT_DIR = Path(__file__).resolve().parents[1],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,13,,0,numeric_ast_literal,code_constant_requires_context,medium,"sys.path.insert(0, str(PROJECT_DIR))","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,21,,2026,numeric_ast_literal,code_constant_requires_context,medium,CURRENT_YEAR = 2026,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,25,,13363121,number_embedded_in_text,bibliographic_or_source_number,low,"""url"": ""https://zenodo.org/records/13363121"",","Bibliographic, URL, edition, volume, page, or publication-year content."
audit/build_supplementary_sources.py,26,,3400,numeric_ast_literal,code_constant_requires_context,medium,"""start"": -3400,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,27,,2024,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2024,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,30,,2023,number_embedded_in_text,historical_date_or_prose_number,low,"""Maddison Project Database 2023"": {","Historical date or contextual prose number, not a computed analysis result."
audit/build_supplementary_sources.py,31,,10.34894,number_embedded_in_text,bibliographic_or_source_number,low,"""url"": ""https://doi.org/10.34894/INZBF2"",","Bibliographic, URL, edition, volume, page, or publication-year content."
audit/build_supplementary_sources.py,32,,1,numeric_ast_literal,code_constant_requires_context,medium,"""start"": 1,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,33,,2022,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2022,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,38,,1500,numeric_ast_literal,code_constant_requires_context,medium,"""start"": 1500,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,39,,2013,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2013,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,44,,10000,numeric_ast_literal,code_constant_requires_context,medium,"""start"": -10000,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,45,,2020,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2020,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,50,,1789,numeric_ast_literal,code_constant_requires_context,medium,"""start"": 1789,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,51,,2025,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2025,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,56,,1816,numeric_ast_literal,code_constant_requires_context,medium,"""start"": 1816,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,57,,2012,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2012,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,62,,1800,numeric_ast_literal,code_constant_requires_context,medium,"""start"": 1800,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,63,,2018,numeric_ast_literal,code_constant_requires_context,medium,"""end"": 2018,","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,108,,8,number_embedded_in_text,prose_or_label_number,low,"with CATALOG_PATH.open(encoding=""utf-8"") as file:",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,110,,96,numeric_ast_literal,code_constant_requires_context,medium,if len(rows) != 96:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,111,,96,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"raise ValueError(f""Expected 96 catalog records, found {len(rows)}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
audit/build_supplementary_sources.py,113,,96,numeric_ast_literal,code_constant_requires_context,medium,if len(catalog) != 96:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,170,,10.1017,number_embedded_in_text,bibliographic_or_source_number,low,"""10.1017"": ""Cambridge University Press"",","Bibliographic, URL, edition, volume, page, or publication-year content."
audit/build_supplementary_sources.py,171,,10.1163,number_embedded_in_text,prose_or_label_number,low,"""10.1163"": ""Brill"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,172,,10.4324,number_embedded_in_text,prose_or_label_number,low,"""10.4324"": ""Routledge"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,173,,10.1353,number_embedded_in_text,prose_or_label_number,low,"""10.1353"": ""Project MUSE"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,174,,10.1162,number_embedded_in_text,bibliographic_or_source_number,low,"""10.1162"": ""MIT Press"",","Bibliographic, URL, edition, volume, page, or publication-year content."
audit/build_supplementary_sources.py,175,,10.23943,number_embedded_in_text,bibliographic_or_source_number,low,"""10.23943"": ""Princeton University Press"",","Bibliographic, URL, edition, volume, page, or publication-year content."
audit/build_supplementary_sources.py,176,,10.1093,number_embedded_in_text,bibliographic_or_source_number,low,"""10.1093"": ""Oxford University Press"",","Bibliographic, URL, edition, volume, page, or publication-year content."
audit/build_supplementary_sources.py,177,,10.1111,number_embedded_in_text,prose_or_label_number,low,"""10.1111"": ""Wiley"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,178,,10.1080,number_embedded_in_text,prose_or_label_number,low,"""10.1080"": ""Taylor & Francis"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,179,,10.1177,number_embedded_in_text,prose_or_label_number,low,"""10.1177"": ""SAGE"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,180,,10.1007,number_embedded_in_text,prose_or_label_number,low,"""10.1007"": ""Springer"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,181,,10.1142,number_embedded_in_text,prose_or_label_number,low,"""10.1142"": ""World Scientific"",",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,182,,10.16912,number_embedded_in_text,historical_date_or_prose_number,low,"""10.16912"": ""The Korean History Review"",","Historical date or contextual prose number, not a computed analysis result."
audit/build_supplementary_sources.py,217,,1,numeric_ast_literal,code_constant_requires_context,medium,"for record_id, record in enumerate(data.to_dict(""records""), start=1):","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,294,,1936,number_embedded_in_text,prose_or_label_number,low,"""Italian occupation began in 1936 and Ethiopian sovereignty was restored in """,Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,294,,1941,number_embedded_in_text,prose_or_label_number,low,"""Italian occupation began in 1936 and Ethiopian sovereignty was restored in """,Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,355,,480,numeric_ast_literal,code_constant_requires_context,medium,if len(rows) != 480:,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/build_supplementary_sources.py,356,,480,number_embedded_in_text,dynamically_generated_value_or_format_precision,low,"raise ValueError(f""Expected 480 source rows, found {len(rows)}"")",Number appears in an f-string or format specification; the reported value is generated at runtime.
audit/build_supplementary_sources.py,360,,8,number_embedded_in_text,prose_or_label_number,low,"with SUPPLEMENT_PATH.open(""w"", newline="""", encoding=""utf-8"") as file:",Number is embedded in a string and requires contextual review.
audit/build_supplementary_sources.py,368,,8,number_embedded_in_text,prose_or_label_number,low,"with APPLICABILITY_PATH.open(""w"", newline="""", encoding=""utf-8"") as file:",Number is embedded in a string and requires contextual review.
audit/generate_lineage.py,11,,1,numeric_ast_literal,code_constant_requires_context,medium,PROJECT_DIR = Path(__file__).resolve().parents[1],"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/generate_lineage.py,79,,8,number_embedded_in_text,prose_or_label_number,low,"with output.open(""w"", encoding=""utf-8"", newline="""") as handle:",Number is embedded in a string and requires contextual review.
audit/generate_lineage.py,124,,8,number_embedded_in_text,prose_or_label_number,low,"with output.open(""w"", encoding=""utf-8"", newline="""") as handle:",Number is embedded in a string and requires contextual review.
audit/generate_lineage.py,139,,1e-09,numeric_ast_literal,code_constant_requires_context,medium,abs(value * 20 - round(value * 20)) < 1e-9 for value in values,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/generate_lineage.py,139,,20,numeric_ast_literal,code_constant_requires_context,medium,abs(value * 20 - round(value * 20)) < 1e-9 for value in values,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
audit/generate_lineage.py,139,,20,numeric_ast_literal,code_constant_requires_context,medium,abs(value * 20 - round(value * 20)) < 1e-9 for value in values,"Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
causal_analysis.py,78,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
causal_analysis.py,81,,70,numeric_ast_literal,code_constant_requires_context,medium,"print(""="" * 70)","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
causal_analysis.py,99,,2,numeric_ast_literal,code_constant_requires_context,medium,"print(f""  Partial F (geo_barrier): {first_stage.tvalues['geo_barrier']**2:.3f}"")","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
causal_analysis.py,107,,2,numeric_ast_literal,code_constant_requires_context,medium,"""partial_F_geo"": float(first_stage.tvalues['geo_barrier']**2),","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
causal_analysis.py,110,,10,numeric_ast_literal,code_constant_requires_context,medium,"weak_instrument = results[""first_stage""][""partial_F_geo""] < 10","Numeric code constant not automatically reducible to a result, layout, or documented analysis parameter."
causal_analysis.py,111,,10,number_embedded_in_text,prose_or_label_number,low,"print(f""\n  Weak instrument test (F > 10 rule): """,Number is embedded in a string and requires contextual review.
